public_reference,mileage,reg_code,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type
2.02E+14,11000,19,Blue,Renault,Megane,USED,2019,11999,Hatchback,FALSE,Petrol
2.02E+14,2878,20,White,Land Rover,Discovery Sport,USED,2020,36995,SUV,FALSE,Diesel
2.02E+14,34100,16,Black,BMW,4 Series,USED,2016,16995,Convertible,FALSE,Diesel
2.02E+14,32594,65,White,Vauxhall,Corsa,USED,2015,7495,Hatchback,FALSE,Petrol
2.02E+14,20706,14,Blue,MINI,Coupe,USED,2014,9000,Coupe,FALSE,Petrol
2.02E+14,16850,63,Black,Mercedes-Benz,SL Class,USED,2013,24995,Convertible,FALSE,Petrol
2.02E+14,28500,17,Black,Nissan,X-Trail,USED,2017,15490,SUV,FALSE,Diesel
2.02E+14,4874,20,Silver,Mitsubishi,Outlander,USED,2020,24990,SUV,FALSE,Petrol
2.02E+14,3634,20,Black,Volkswagen,Passat,USED,2020,26250,Estate,FALSE,Petrol
2.02E+14,34650,63,White,Vauxhall,Antara,USED,2014,6999,SUV,FALSE,Diesel
2.02E+14,80000,16,Silver,BMW,3 Series Gran Turismo,USED,2016,11445,Hatchback,FALSE,Petrol
2.02E+14,29870,66,Red,Renault,Clio,USED,2016,7007,Hatchback,FALSE,Petrol
2.02E+14,6966,17,Blue,Nissan,GT-R,USED,2017,71975,Coupe,FALSE,Petrol
2.02E+14,23230,17,Red,Toyota,Auris,USED,2017,13490,Estate,FALSE,Petrol Hybrid
2.02E+14,95000,,,Mercedes-Benz,SL Class,USED,1993,26995,Convertible,FALSE,Petrol
2.02E+14,12199,19,White,Hyundai,Kona,USED,2019,14470,SUV,FALSE,Petrol
2.02E+14,19824,67,White,Audi,Q2,USED,2017,20553,SUV,FALSE,Petrol
2.02E+14,7299,67,Red,Dacia,Sandero,USED,2017,5981,Hatchback,FALSE,Petrol
2.02E+14,40949,11,Grey,Vauxhall,Corsa,USED,2011,3480,Hatchback,FALSE,Petrol
2.02E+14,20000,18,Black,Vauxhall,Corsa,USED,2018,8190,Hatchback,FALSE,Petrol
2.02E+14,112000,5,Silver,Honda,FR-V,USED,2005,1290,MPV,FALSE,Petrol
2.02E+14,16500,18,Black,Citroen,C3,USED,2018,8700,Hatchback,FALSE,Petrol
2.02E+14,99508,59,Grey,Nissan,Qashqai+2,USED,2009,3889,SUV,FALSE,Petrol
2.02E+14,110890,9,Grey,BMW,3 Series,USED,2009,4475,Saloon,FALSE,Diesel
2.02E+14,7425,69,Blue,SEAT,Leon,USED,2020,16290,Hatchback,FALSE,Diesel
2.02E+14,21321,17,Brown,Land Rover,Range Rover Evoque,USED,2017,19450,SUV,FALSE,Diesel
2.02E+14,14566,67,White,SKODA,Fabia,USED,2017,9200,Hatchback,FALSE,Petrol
2.02E+14,112000,64,Red,Nissan,Qashqai,USED,2015,6995,SUV,FALSE,Diesel
2.02E+14,17770,66,White,Vauxhall,Mokka,USED,2016,9995,Hatchback,FALSE,Petrol
2.02E+14,30200,66,White,Vauxhall,Corsa,USED,2017,6897,Hatchback,FALSE,Petrol
2.02E+14,56275,64,White,Audi,Q5,USED,2015,17650,SUV,FALSE,Diesel
2.02E+14,18000,66,Grey,Jaguar,F-Type,USED,2016,35990,Convertible,FALSE,Petrol
2.02E+14,35000,61,Grey,Fiat,500,USED,2011,4595,Hatchback,FALSE,Petrol
2.02E+14,29526,66,White,Volkswagen,Polo,USED,2016,9200,Hatchback,FALSE,Petrol
2.02E+14,10459,19,White,Vauxhall,Corsa,USED,2019,9500,Hatchback,FALSE,Petrol
2.02E+14,30172,17,White,Citroen,C4 Cactus,USED,2017,8448,Hatchback,FALSE,Diesel
2.02E+14,49954,63,Red,SEAT,Ibiza,USED,2013,5125,Hatchback,FALSE,Petrol
2.02E+14,17088,67,Black,Mitsubishi,Outlander,USED,2017,18313,SUV,FALSE,Petrol Plug-in Hybrid
2.02E+14,45000,60,Blue,MINI,Hatch,USED,2010,4200,Hatchback,FALSE,Petrol
2.02E+14,20000,68,Blue,Mercedes-Benz,C Class,USED,2018,17995,Saloon,FALSE,Petrol
2.02E+14,66398,61,White,Volkswagen,Golf,USED,2011,6295,Hatchback,FALSE,Diesel
2.02E+14,4355,68,Silver,Nissan,Qashqai,USED,2018,16699,SUV,FALSE,Petrol
2.02E+14,24473,17,Blue,SEAT,Leon,USED,2017,17495,Hatchback,FALSE,Petrol
2.02E+14,33000,65,Blue,Jaguar,XE,USED,2015,14599,Saloon,FALSE,Diesel
2.02E+14,1766,20,Black,Mercedes-Benz,GLA Class,USED,2020,27539,SUV,FALSE,Petrol
2.02E+14,10509,68,Red,Peugeot,3008,USED,2018,18195,SUV,FALSE,Petrol
2.02E+14,70000,13,Black,Vauxhall,Corsa,USED,2013,3475,Hatchback,FALSE,Petrol
2.02E+14,13000,17,White,BMW,4 Series,USED,2017,19695,Convertible,FALSE,Diesel
2.02E+14,31338,66,Black,Mercedes-Benz,CLA Class,USED,2016,18695,Estate,FALSE,Diesel
2.02E+14,130000,63,Grey,BMW,3 Series,USED,2013,6495,Estate,FALSE,Diesel
2.02E+14,29234,15,Red,Vauxhall,Astra,USED,2015,6490,Hatchback,FALSE,Petrol
2.02E+14,0,,Blue,Fiat,500,NEW,,15300,Hatchback,FALSE,Petrol
2.02E+14,0,,Black,Land Rover,Defender 110,NEW,,61990,SUV,FALSE,Diesel
2.02E+14,0,,Grey,Land Rover,Range Rover Velar,NEW,,88545,SUV,FALSE,Petrol
2.02E+14,10000,67,White,Citroen,C3,USED,2017,9490,Hatchback,FALSE,Petrol
2.02E+14,18276,19,Black,Nissan,Qashqai,USED,2019,17216,SUV,FALSE,Diesel
2.02E+14,25453,17,Bronze,Fiat,Tipo,USED,2017,6650,Hatchback,FALSE,Petrol
2.02E+14,12957,66,Silver,Mercedes-Benz,GLE Class,USED,2016,35999,Coupe,FALSE,Diesel
2.02E+14,18998,18,Silver,Volkswagen,Polo,USED,2018,11950,Hatchback,FALSE,Petrol
2.02E+14,27423,14,Red,SEAT,Ibiza,USED,2014,5990,Hatchback,FALSE,Petrol
2.02E+14,68959,9,Red,Volkswagen,Polo,USED,2009,3750,Hatchback,FALSE,Diesel
2.02E+14,64454,17,Black,Audi,Q3,USED,2017,15000,SUV,FALSE,Diesel
2.02E+14,27271,65,Blue,BMW,M4,USED,2015,27500,Coupe,FALSE,Petrol
2.02E+14,25945,67,Silver,BMW,X3,USED,2017,28500,SUV,FALSE,Diesel
2.02E+14,50000,14,White,Dacia,Sandero Stepway,USED,2014,5490,Hatchback,FALSE,Petrol
2.02E+14,84000,59,Black,Kia,Rio,USED,2010,1880,Hatchback,FALSE,Diesel
2.02E+14,20699,66,White,Audi,A1,USED,2016,12990,Hatchback,FALSE,Diesel
2.02E+14,172000,61,Silver,SsangYong,Rodius,USED,2011,1995,MPV,FALSE,Diesel
2.02E+14,18082,19,Grey,Vauxhall,Corsa,USED,2019,10239,Hatchback,FALSE,Petrol
2.02E+14,18310,67,Green,SKODA,Fabia,USED,2018,9250,Hatchback,FALSE,Petrol
2.02E+14,19869,67,Grey,Hyundai,Tucson,USED,2017,13985,SUV,FALSE,Diesel
2.02E+14,125035,11,Blue,Peugeot,308,USED,2011,2500,Hatchback,FALSE,Diesel
2.02E+14,115723,57,Black,Mazda,Mazda3,USED,2008,1595,Hatchback,FALSE,Petrol
2.02E+14,21000,68,Grey,MINI,Hatch,USED,2018,14490,Hatchback,FALSE,Petrol
2.02E+14,21373,66,Blue,Vauxhall,Meriva,USED,2016,6995,MPV,FALSE,Petrol
2.02E+14,85976,13,Black,Audi,A3,USED,2013,7995,Hatchback,FALSE,Diesel
2.02E+14,85554,66,Blue,Vauxhall,Astra,USED,2017,6720,Hatchback,FALSE,Diesel
2.02E+14,13861,17,Black,Volkswagen,Polo,USED,2017,9900,Hatchback,FALSE,Petrol
2.02E+14,9430,69,Blue,Mercedes-Benz,GLC Class,USED,2020,35490,SUV,FALSE,Diesel
2.02E+14,4003,19,White,Peugeot,208,USED,2019,11994,Hatchback,FALSE,Petrol
2.02E+14,102410,10,Black,BMW,1 Series,USED,2010,5000,Convertible,FALSE,Diesel
2.02E+14,15082,17,White,Volkswagen,Polo,USED,2017,15500,Hatchback,FALSE,Petrol
2.02E+14,31018,66,Grey,Hyundai,Tucson,USED,2017,17900,SUV,FALSE,Diesel
2.02E+14,60000,65,Silver,Mercedes-Benz,C Class,USED,2015,14740,Saloon,FALSE,Diesel Hybrid
2.02E+14,66000,13,Black,Land Rover,Discovery 4,USED,2013,22495,SUV,FALSE,Diesel
2.02E+14,10834,67,Grey,Audi,R8,USED,2017,84950,Coupe,FALSE,Petrol
2.02E+14,13355,19,Black,SKODA,Octavia,USED,2019,14990,Estate,FALSE,Petrol
2.02E+14,25975,18,Blue,SEAT,Ateca,USED,2018,14599,SUV,FALSE,Diesel
2.02E+14,38420,63,White,Audi,A1,USED,2013,11590,Hatchback,FALSE,Petrol
2.02E+14,74234,64,Black,Citroen,C4 Picasso,USED,2014,6500,MPV,FALSE,Diesel
2.02E+14,26740,64,Black,BMW,4 Series,USED,2014,15830,Convertible,FALSE,Diesel
2.02E+14,105889,8,Red,Fiat,500,USED,2008,2495,Hatchback,FALSE,Petrol
2.02E+14,84000,61,Silver,Land Rover,Freelander 2,USED,2011,8995,SUV,FALSE,Diesel
2.02E+14,46000,14,White,Mercedes-Benz,E Class,USED,2014,16450,Estate,FALSE,Diesel
2.02E+14,14397,67,Black,Kia,Rio,USED,2017,10999,Hatchback,FALSE,Petrol
2.02E+14,16600,17,White,Honda,CR-V,USED,2017,17490,SUV,FALSE,Petrol
2.02E+14,65000,61,Red,Audi,RS5,USED,2011,20990,Coupe,FALSE,Petrol
2.02E+14,8865,18,Red,Citroen,C1,USED,2018,7990,Hatchback,FALSE,Petrol
2.02E+14,89806,14,Black,Jaguar,XF,USED,2014,10246,Saloon,FALSE,Diesel
2.02E+14,7044,66,Blue,Bentley,Continental,USED,2016,104950,Convertible,FALSE,Petrol
2.02E+14,6031,69,White,Audi,Q3,USED,2019,37799,SUV,FALSE,Petrol
2.02E+14,26437,18,Grey,Nissan,Juke,USED,2018,11395,SUV,FALSE,Petrol
2.02E+14,25597,17,Silver,Nissan,Juke,USED,2017,11025,SUV,FALSE,Petrol
2.02E+14,65990,10,White,Land Rover,Range Rover,USED,2010,18495,SUV,FALSE,Petrol
2.02E+14,29000,65,Black,Smart,forfour,USED,2015,6799,Hatchback,FALSE,Petrol
2.02E+14,2700,67,Black,Land Rover,Range Rover Sport,USED,2017,45750,SUV,FALSE,Petrol
2.02E+14,16601,67,Blue,Volkswagen,Golf SV,USED,2017,14991,MPV,FALSE,Petrol
2.02E+14,31500,59,Red,Citroen,C1,USED,2009,2800,Hatchback,FALSE,Petrol
2.02E+14,32539,17,Blue,Renault,Clio,USED,2017,9429,Hatchback,FALSE,Petrol
2.02E+14,27349,66,Black,BMW,1 Series,USED,2016,13955,Hatchback,FALSE,Petrol
2.02E+14,53000,64,Grey,Audi,A5,USED,2014,17295,Hatchback,FALSE,Diesel
2.02E+14,26000,13,Black,Aston Martin,Vantage,USED,2013,49995,Coupe,FALSE,Petrol
2.02E+14,19185,67,Red,Dacia,Sandero Stepway,USED,2017,8000,Hatchback,FALSE,Petrol
2.02E+14,26842,66,White,Renault,Clio,USED,2016,8000,Hatchback,FALSE,Petrol
2.02E+14,32310,17,White,Nissan,Leaf,USED,2017,12995,Hatchback,FALSE,Electric
2.02E+14,100000,16,Blue,Mercedes-Benz,C Class,USED,2016,10990,Estate,FALSE,Petrol
2.02E+14,22565,68,Silver,Renault,Koleos,USED,2019,17975,SUV,FALSE,Diesel
2.02E+14,9420,69,Red,Hyundai,Tucson,USED,2020,19995,SUV,FALSE,Petrol
2.02E+14,95011,10,Grey,Jaguar,XF,USED,2010,6495,Saloon,FALSE,Diesel
2.02E+14,33720,66,Black,Peugeot,208,USED,2016,7995,Hatchback,FALSE,Petrol
2.02E+14,25853,65,Blue,Porsche,Cayman,USED,2015,46490,Coupe,FALSE,Petrol
2.02E+14,13406,,White,Land Rover,Range Rover Evoque,USED,,26000,Coupe,FALSE,Diesel
2.02E+14,45000,67,Black,Volvo,XC60,USED,2017,22495,SUV,FALSE,Diesel
2.02E+14,35285,66,White,Kia,Picanto,USED,2016,5491,Hatchback,FALSE,Petrol
2.02E+14,8100,18,Blue,BMW,3 Series,USED,2018,20790,Saloon,FALSE,Petrol
2.02E+14,8532,19,Silver,Hyundai,Ioniq,USED,2019,16599,Hatchback,FALSE,Petrol Hybrid
2.02E+14,36380,65,Grey,Nissan,X-Trail,USED,2016,15100,SUV,FALSE,Diesel
2.02E+14,13000,67,Blue,Renault,Zoe,USED,2018,12995,Hatchback,FALSE,Electric
2.02E+14,19569,17,Blue,Audi,Q2,USED,2017,19499,SUV,FALSE,Petrol
2.02E+14,33663,17,Black,BMW,4 Series,USED,2017,21299,Convertible,FALSE,Petrol
2.02E+14,70000,13,Blue,Volkswagen,Golf,USED,2013,7995,Hatchback,FALSE,Diesel
2.02E+14,127000,61,Silver,Mercedes-Benz,E Class,USED,2011,6250,Coupe,FALSE,Diesel
2.02E+14,108000,6,Silver,Isuzu,Rodeo,USED,2006,7500,Pickup,TRUE,Diesel
2.02E+14,25,,Grey,Vauxhall,Crossland X,NEW,,19462,SUV,FALSE,Petrol
2.02E+14,73000,61,Red,Nissan,Qashqai,USED,2011,6474,SUV,FALSE,Petrol
2.02E+14,20609,67,White,Volkswagen,Tiguan,USED,2017,17800,SUV,FALSE,Diesel
2.02E+14,2173,18,Red,Vauxhall,Mokka X,USED,2018,12000,SUV,FALSE,Petrol
2.02E+14,27446,16,Grey,Vauxhall,Corsa,USED,2016,7811,Hatchback,FALSE,Petrol
2.02E+14,61500,13,Silver,Volkswagen,Passat,USED,2013,5699,Estate,FALSE,Diesel
2.02E+14,10,,,Nissan,X-Trail,NEW,,26999,SUV,FALSE,Petrol
2.02E+14,77136,15,Silver,Mercedes-Benz,C Class,USED,2015,14000,Saloon,FALSE,Diesel
2.02E+14,29000,15,Black,Nissan,Juke,USED,2015,8890,SUV,FALSE,Diesel
2.02E+14,31274,17,Black,Honda,Civic,USED,2017,13995,Hatchback,FALSE,Petrol
2.02E+14,31000,17,Black,Mercedes-Benz,C Class,USED,2017,16695,Saloon,FALSE,Diesel
2.02E+14,39373,55,Black,Jaguar,XKR,USED,2005,21995,Coupe,FALSE,Petrol
2.02E+14,25853,16,White,BMW,4 Series,USED,2016,14800,Coupe,FALSE,Petrol
2.02E+14,102420,16,Silver,Vauxhall,Insignia,USED,2016,5495,Estate,FALSE,Diesel
2.02E+14,13000,17,Black,Kia,Niro,USED,2017,14750,SUV,FALSE,Petrol Hybrid
2.02E+14,0,,White,Jaguar,I-PACE,NEW,,70935,SUV,FALSE,Electric
2.02E+14,5,,Blue,Suzuki,Ignis,NEW,,17991,Hatchback,FALSE,Petrol Hybrid
2.02E+14,43711,65,Black,Audi,SQ5,USED,2015,25000,SUV,FALSE,Diesel
2.02E+14,59450,63,Purple,Peugeot,107,USED,2013,3574,Hatchback,FALSE,Petrol
2.02E+14,37591,67,Black,Audi,Q7,USED,2017,33751,SUV,FALSE,Diesel
2.02E+14,9,70,Red,Volkswagen,Polo,USED,2020,16795,Hatchback,FALSE,Petrol
2.02E+14,7679,19,Black,Dacia,Duster,USED,2019,14500,SUV,FALSE,Diesel
2.02E+14,34599,67,Grey,Vauxhall,Mokka X,USED,2017,10900,SUV,FALSE,Petrol
2.02E+14,44416,67,Grey,Nissan,X-Trail,USED,2017,15992,SUV,FALSE,Diesel
2.02E+14,11201,67,White,Toyota,AYGO,USED,2017,9657,Hatchback,FALSE,Petrol
2.02E+14,24000,67,Grey,Peugeot,2008,USED,2017,9495,SUV,FALSE,Petrol
2.02E+14,70000,5,Silver,Honda,Civic,USED,2005,2000,Hatchback,FALSE,Petrol
2.02E+14,40000,16,White,Hyundai,Tucson,USED,2016,10989,SUV,FALSE,Diesel
2.02E+14,94637,65,White,Renault,Kadjar,USED,2015,8991,SUV,FALSE,Diesel
2.02E+14,18255,17,Black,Kia,Sportage,USED,2017,15249,SUV,FALSE,Diesel
2.02E+14,55000,63,Black,SKODA,Fabia,USED,2014,4695,Hatchback,FALSE,Petrol
2.02E+14,25000,68,Red,MINI,Countryman,USED,2019,22893,SUV,FALSE,Petrol Plug-in Hybrid
2.02E+14,23174,15,Silver,Vauxhall,Zafira Tourer,USED,2015,8000,MPV,FALSE,Petrol
2.02E+14,72000,8,Red,Kia,Rio,USED,2008,1500,Hatchback,FALSE,Diesel
2.02E+14,15,70,Blue,Volvo,V90 Cross Country,USED,2020,35000,Estate,FALSE,Diesel
2.02E+14,66000,63,White,Peugeot,208,USED,2014,6499,Hatchback,FALSE,Petrol
2.02E+14,58000,10,Red,Vauxhall,Corsa,USED,2010,2695,Hatchback,FALSE,Diesel
2.02E+14,17605,19,Blue,Mercedes-Benz,C Class,USED,2019,24825,Saloon,FALSE,Diesel
2.02E+14,37237,17,Beige,SKODA,Octavia,USED,2017,10995,Hatchback,FALSE,Petrol
2.02E+14,12236,67,White,Suzuki,Vitara,USED,2017,12000,SUV,FALSE,Petrol
2.02E+14,50894,16,Silver,Audi,A3,USED,2016,14000,Saloon,FALSE,Diesel
2.02E+14,10,,White,Suzuki,Vitara,NEW,,26549,SUV,FALSE,Petrol Hybrid
2.02E+14,11936,65,Blue,Suzuki,Swift,USED,2015,5500,Hatchback,FALSE,Petrol
2.02E+14,10,,Silver,Suzuki,Vitara,NEW,,23249,SUV,FALSE,Petrol Hybrid
2.02E+14,17000,16,Green,MINI,Hatch,USED,2016,11490,Hatchback,FALSE,Petrol
2.02E+14,53310,16,Grey,Audi,A6 Saloon,USED,2016,17995,Saloon,FALSE,Diesel
2.02E+14,13436,19,White,Jaguar,XF,USED,2019,22999,Estate,FALSE,Petrol
2.02E+14,9213,69,Blue,Jaguar,F-Type,USED,2019,75900,Convertible,FALSE,Petrol
2.02E+14,8387,17,Black,Vauxhall,Astra,USED,2017,10970,Hatchback,FALSE,Petrol
2.02E+14,0,,White,Nissan,Micra,NEW,,13801,Hatchback,FALSE,Petrol
2.02E+14,9548,19,Blue,Jaguar,F-PACE,USED,2019,44430,SUV,FALSE,Diesel
2.02E+14,69000,64,Blue,Audi,A4 Avant,USED,2014,9975,Estate,FALSE,Diesel
2.02E+14,41447,16,Black,Peugeot,308,USED,2016,7635,Hatchback,FALSE,Petrol
2.02E+14,18558,19,Grey,Peugeot,308,USED,2019,11852,Hatchback,FALSE,Petrol
2.02E+14,0,,Grey,Land Rover,Discovery Sport,NEW,,46470,SUV,FALSE,Diesel
2.02E+14,71000,11,Grey,BMW,3 Series,USED,2011,5990,Estate,FALSE,Petrol
2.02E+14,10926,68,Blue,BMW,1 Series,USED,,22290,Hatchback,FALSE,Diesel
2.02E+14,71649,54,Blue,BMW,3 Series,USED,2004,5750,Convertible,FALSE,Petrol
2.02E+14,48475,16,Multicolour,Renault,Captur,USED,2016,7995,SUV,FALSE,Diesel
2.02E+14,7500,14,Black,Vauxhall,Zafira,USED,2014,6450,MPV,FALSE,Petrol
2.02E+14,143000,52,Silver,Toyota,Celica,USED,2002,1500,Coupe,FALSE,Petrol
2.02E+14,47169,17,Grey,Audi,Q3,USED,2017,19500,SUV,FALSE,Diesel
2.02E+14,69098,56,Black,Aston Martin,Vantage,USED,2006,27650,Coupe,FALSE,Petrol
2.02E+14,17100,16,Blue,Vauxhall,Mokka,USED,2016,7695,Hatchback,FALSE,Petrol
2.02E+14,30023,16,Black,Volkswagen,Golf,USED,2016,15800,Hatchback,FALSE,Diesel
2.02E+14,55000,14,Red,Volkswagen,Touran,USED,2014,9995,MPV,FALSE,Diesel
2.02E+14,18198,67,Grey,Nissan,Qashqai,USED,2017,12495,SUV,FALSE,Diesel
2.02E+14,37664,17,Red,Lexus,IS 300,USED,2017,18250,Saloon,FALSE,Petrol Hybrid
2.02E+14,19750,67,Grey,Volvo,V40,USED,2017,13500,Hatchback,FALSE,Diesel
2.02E+14,58497,15,Green,SEAT,Ibiza,USED,2015,6250,Hatchback,FALSE,Petrol
2.02E+14,30000,66,Red,Peugeot,108,USED,2016,5990,Hatchback,FALSE,Petrol
2.02E+14,30484,68,Black,Vauxhall,Astra,USED,2018,11799,Hatchback,FALSE,Petrol
2.02E+14,8866,19,White,Fiat,500X,USED,2019,14500,SUV,FALSE,Petrol
2.02E+14,49000,13,Black,Honda,Jazz,USED,2013,5490,Hatchback,FALSE,Petrol
2.02E+14,32635,64,Red,SEAT,Leon,USED,2014,7639,Hatchback,FALSE,Petrol
2.02E+14,81000,52,Silver,Toyota,Camry,USED,2002,1490,Saloon,FALSE,Petrol
2.02E+14,71360,8,Grey,Renault,Kangoo,USED,2008,2250,MPV,FALSE,Petrol
2.02E+14,68425,17,Silver,Toyota,Avensis,USED,2017,8600,Saloon,FALSE,Diesel
2.02E+14,15777,16,Black,Audi,Q5,USED,2016,21700,SUV,FALSE,Diesel
2.02E+14,27392,67,Black,Kia,Sportage,USED,2017,12500,SUV,FALSE,Petrol
2.02E+14,33851,67,Red,Kia,Sportage,USED,2017,15300,SUV,FALSE,Petrol
2.02E+14,40432,18,Grey,SKODA,Superb,USED,2018,15800,Hatchback,FALSE,Diesel
2.02E+14,30660,68,Black,Nissan,Qashqai,USED,2018,15099,SUV,FALSE,Diesel
2.02E+14,11500,18,White,SKODA,Kodiaq,USED,2018,23395,SUV,FALSE,Diesel
2.02E+14,72560,13,White,SKODA,Fabia,USED,2013,5250,Hatchback,FALSE,Petrol
2.02E+14,90000,60,,Audi,A4,USED,2011,5495,Saloon,FALSE,Petrol
2.02E+14,28003,67,Grey,BMW,2 Series,USED,2017,17998,Coupe,FALSE,Diesel
2.02E+14,60000,11,Silver,MINI,Hatch,USED,2011,4990,Hatchback,FALSE,Petrol
2.02E+14,109000,11,Silver,SKODA,Yeti,USED,2011,4995,SUV,FALSE,Diesel
2.02E+14,0,,White,SEAT,Arona,NEW,,18944,SUV,FALSE,Petrol
2.02E+14,12251,17,Blue,Vauxhall,Corsa,USED,2017,7190,Hatchback,FALSE,Petrol
2.02E+14,43000,14,Red,Citroen,C1,USED,2014,4150,Hatchback,FALSE,Petrol
2.02E+14,85000,9,White,MINI,Hatch,USED,2009,3495,Hatchback,FALSE,Petrol
2.02E+14,50100,65,White,Audi,A3,USED,2015,14500,Saloon,FALSE,Diesel
2.02E+14,114000,59,Grey,Mazda,Mazda3,USED,2009,2795,Hatchback,FALSE,Petrol
2.02E+14,65478,14,Silver,Nissan,Note,USED,2014,4740,Hatchback,FALSE,Petrol
2.02E+14,113907,64,Black,Mercedes-Benz,A Class,USED,2014,7950,Hatchback,FALSE,Diesel
2.02E+14,11800,69,Blue,Nissan,Qashqai,USED,2019,19850,SUV,FALSE,Petrol
2.02E+14,19260,17,Red,Vauxhall,Astra,USED,2017,10250,Hatchback,FALSE,Petrol
2.02E+14,9843,69,Black,Audi,A5,USED,2019,26291,Hatchback,FALSE,Petrol
2.02E+14,0,,Grey,Renault,Kadjar,NEW,,27400,SUV,FALSE,Petrol
2.02E+14,54000,19,Red,Honda,Civic,USED,2019,13780,Hatchback,FALSE,Diesel
2.02E+14,80000,63,Silver,Kia,Ceed,USED,2013,4690,Hatchback,FALSE,Diesel
2.02E+14,76000,16,White,BMW,4 Series Gran Coupe,USED,2016,14120,Saloon,FALSE,Petrol
2.02E+14,26483,18,Grey,Citroen,Grand C4 SpaceTourer,USED,2018,13990,MPV,FALSE,Petrol
2.02E+14,8020,19,Grey,Toyota,Yaris,USED,2019,12495,Hatchback,FALSE,Petrol
2.02E+14,10049,19,Black,Hyundai,Tucson,USED,2019,15290,SUV,FALSE,Petrol
2.02E+14,86000,61,Silver,Jaguar,XF,USED,2011,9950,Saloon,FALSE,Diesel
2.02E+14,12611,66,Gold,Peugeot,3008,USED,2017,12995,SUV,FALSE,Diesel
2.02E+14,57824,16,Grey,MINI,Countryman,USED,2016,12500,SUV,FALSE,Petrol
2.02E+14,100000,7,Silver,Mercedes-Benz,C Class,USED,2007,3590,Saloon,FALSE,Diesel
2.02E+14,29429,17,Grey,BMW,X1,USED,2017,14600,SUV,FALSE,Diesel
2.02E+14,34000,13,Silver,Volkswagen,up!,USED,2013,5995,Hatchback,FALSE,Petrol
2.02E+14,56303,62,White,BMW,3 Series,USED,2012,9996,Saloon,FALSE,Diesel
2.02E+14,34600,16,White,Volvo,XC90,USED,2016,31495,SUV,FALSE,Diesel
2.02E+14,12023,66,Blue,Toyota,Yaris,USED,2017,8595,Hatchback,FALSE,Petrol
2.02E+14,73121,55,Silver,Vauxhall,Corsa,USED,2005,1295,Hatchback,FALSE,Petrol
2.02E+14,0,,White,Jeep,Compass,NEW,,34850,SUV,FALSE,Petrol
2.02E+14,0,,Black,Dacia,Duster,NEW,,17029,SUV,FALSE,Petrol
2.02E+14,26735,67,Blue,Hyundai,Tucson,USED,2017,12838,SUV,FALSE,Petrol
2.02E+14,70664,17,Grey,Volvo,V90,USED,2017,16990,Estate,FALSE,Diesel
2.02E+14,24920,17,Blue,BMW,4 Series,USED,2017,21980,,FALSE,Diesel
2.02E+14,34019,17,Silver,Mercedes-Benz,E Class,USED,2017,19394,Saloon,FALSE,Diesel
2.02E+14,40000,13,Black,Land Rover,Range Rover Sport,USED,2013,19100,SUV,FALSE,Diesel
2.02E+14,10,,Grey,Nissan,Leaf,NEW,,24490,Hatchback,FALSE,Electric
2.02E+14,129000,56,Grey,Hyundai,Santa Fe,USED,2006,3000,SUV,FALSE,Diesel
2.02E+14,68000,63,Blue,SKODA,Rapid,USED,2013,4940,Hatchback,FALSE,Petrol
2.02E+14,36764,66,Black,Vauxhall,Insignia,USED,2016,8000,Hatchback,FALSE,Diesel
2.02E+14,15902,18,Grey,Mercedes-Benz,C Class,USED,2018,19280,Saloon,FALSE,Diesel
2.02E+14,27000,65,White,Volkswagen,Polo,USED,2015,8245,Hatchback,FALSE,Petrol
2.02E+14,70000,11,,Jaguar,XF,USED,2011,13489,Saloon,FALSE,Petrol
2.02E+14,57288,12,White,SKODA,Citigo,USED,2012,3120,Hatchback,FALSE,Petrol
2.02E+14,28367,67,White,Vauxhall,Astra GTC,USED,2017,8891,Coupe,FALSE,Petrol
2.02E+14,6611,18,Black,Renault,Captur,USED,2018,13995,SUV,FALSE,Petrol
2.02E+14,0,13,Silver,Vauxhall,Insignia,USED,2013,2975,Hatchback,FALSE,Diesel
2.02E+14,193143,54,Black,Volkswagen,Passat,USED,2004,1000,Saloon,FALSE,Diesel
2.02E+14,150080,6,Purple,Volvo,V50,USED,2006,500,Estate,FALSE,Petrol
2.02E+14,30045,66,White,Mercedes-Benz,GLC Class,USED,2016,35660,SUV,FALSE,Petrol
2.02E+14,8444,16,Silver,Porsche,Cayman,USED,2016,68810,Coupe,FALSE,Petrol
2.02E+14,10,,White,Hyundai,Tucson,NEW,,23195,SUV,FALSE,Diesel
2.02E+14,5,,White,Lexus,UX 250h,NEW,,41975,SUV,FALSE,Petrol Hybrid
2.02E+14,1700,19,Silver,Nissan,Leaf,USED,2019,24695,Hatchback,FALSE,Electric
2.02E+14,20540,19,Blue,Vauxhall,Corsa,USED,2019,9249,Hatchback,FALSE,Petrol
2.02E+14,50,70,Black,Audi,A5,USED,2020,37990,Hatchback,FALSE,Diesel
2.02E+14,20709,15,Grey,Vauxhall,Corsa,USED,2015,6871,Hatchback,FALSE,Petrol
2.02E+14,17,69,Grey,SsangYong,Korando,USED,2020,18495,SUV,FALSE,Diesel
2.02E+14,18,70,Grey,Dacia,Sandero Stepway,USED,2020,9600,Hatchback,FALSE,Petrol
